WKT;WKT;route_short_name;route_long_name;direction_id;trip_headsign;headsign;trip_id;stop_sequence;stop_name
"MULTIPOINT (-118.4280373 34.0402528)";MULTIPOINT (-118.4280373 34.0402528);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;1;Pico Eb & Westwood Fs
"MULTIPOINT (-118.4247583 34.0415385)";MULTIPOINT (-118.4247583 34.0415385);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;2;Overland Sb & Pico Fs
"MULTIPOINT (-118.4216417 34.0382909)";MULTIPOINT (-118.4216417 34.0382909);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;3;Ashby Eb & Overland Fs
"MULTIPOINT (-118.42023090000001 34.0390036)";MULTIPOINT (-118.42023090000001 34.0390036);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;4;Ashby Eb & Manning Ns
"MULTIPOINT (-118.4182734 34.0380104)";MULTIPOINT (-118.4182734 34.0380104);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;5;Manning Sb & Rountree Fs
"MULTIPOINT (-118.4168918 34.0372913)";MULTIPOINT (-118.4168918 34.0372913);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;6;Manning Sb & Butterfield Ns
"MULTIPOINT (-118.4142837 34.0357757)";MULTIPOINT (-118.4142837 34.0357757);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;7;Manning Sb & Dunleer Ns
"MULTIPOINT (-118.4104953 34.0340889)";MULTIPOINT (-118.4104953 34.0340889);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;8;Motor Nb & Manning Fs
"MULTIPOINT (-118.4093965 34.0352829)";MULTIPOINT (-118.4093965 34.0352829);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;9;Motor Nb & Bannockburn Ns
"MULTIPOINT (-118.4083918 34.0372654)";MULTIPOINT (-118.4083918 34.0372654);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;10;Motor Nb & Cheviot Ns
"MULTIPOINT (-118.4067827 34.0395697)";MULTIPOINT (-118.4067827 34.0395697);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;11;Motor Nb & Glenbarr Fs
"MULTIPOINT (-118.40441 34.0402595)";MULTIPOINT (-118.40441 34.0402595);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;12;Motor Nb & Club Ns
"MULTIPOINT (-118.4033998 34.0418731)";MULTIPOINT (-118.4033998 34.0418731);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;13;Motor Nb & Cresta Ns
"MULTIPOINT (-118.40532640000001 34.0437036)";MULTIPOINT (-118.40532640000001 34.0437036);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;14;Motor Nb & Monte Mar Ns
"MULTIPOINT (-118.4082832 34.0472656)";MULTIPOINT (-118.4082832 34.0472656);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;15;Motor Nb & Cheviot Playground Mb
"MULTIPOINT (-118.4103892 34.0498237)";MULTIPOINT (-118.4103892 34.0498237);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;16;Motor Nb & Pico Ns
"MULTIPOINT (-118.4087688 34.051)";MULTIPOINT (-118.4087688 34.051);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;17;Pico Eb & Ave Of The Stars Ns
"MULTIPOINT (-118.4064845 34.0523147)";MULTIPOINT (-118.4064845 34.0523147);13;Cheviot Hills - Westside Pavilion;0;Line 13 Cheviot Hills/Rimpau Terminal;13 - Cheviot Hills - Westside Pavilion - 0 - Line 13 Cheviot Hills/Rimpau Terminal;583191;18;Pico Eb & Century Park East Ns
